description,start_time,end_time,transcript
Leisure Activities,920,931," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Washing dishes,931,936," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Reading,936,937," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Leisure Activities,937,938," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Sitting,938,939," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Leisure Activities,939,941," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Making Coffee,941,946," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Reading,946,947," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Leisure Activities,947,948," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
Leisure Activities,948,949," you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you Thank you. Það er náttúrulega svært svo hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlutur og hlut It's gonna be fast right? Yes, yes, okay, yes, let's do this. And then we can toast it. Oh! Oh! Yay, you found it! I found it! I ran out of toast. Mine got in pieces. We have a strawberry jam as well. Here. Oh, you have it already. Okay. You can put this extra slot for the toaster."
