description,start_time,end_time,transcript
This segment is classified as **Leisure Activities**.,256,258, you you you you you you you you you you you you Is this a good angle?
Leisure Activities,258,351, you you you you you you you you you you you you Is this a good angle?
Using Laptop,351,352," i remember always in england also playing with those steps, you know. What is it? What is it? So we need some things. Rotomulli, here. And that. The pants. Do you have the pants? Pants, pants, pants. Does anybody know where the pants are? Yes? I think it's somewhere here. It's somewhere there. Everybody should synchronize to the QR code, right? Oh yeah. Just have a look at the... I'm afraid I can't see. The QR code is in the way. It's in the way. How do I see? There's a mirror. We should put it at the QR code. Okay, I'll two, three, four."
Using Laptop,352,354," i remember always in england also playing with those steps, you know. What is it? What is it? So we need some things. Rotomulli, here. And that. The pants. Do you have the pants? Pants, pants, pants. Does anybody know where the pants are? Yes? I think it's somewhere here. It's somewhere there. Everybody should synchronize to the QR code, right? Oh yeah. Just have a look at the... I'm afraid I can't see. The QR code is in the way. It's in the way. How do I see? There's a mirror. We should put it at the QR code. Okay, I'll two, three, four."
Using Laptop,354,388," i remember always in england also playing with those steps, you know. What is it? What is it? So we need some things. Rotomulli, here. And that. The pants. Do you have the pants? Pants, pants, pants. Does anybody know where the pants are? Yes? I think it's somewhere here. It's somewhere there. Everybody should synchronize to the QR code, right? Oh yeah. Just have a look at the... I'm afraid I can't see. The QR code is in the way. It's in the way. How do I see? There's a mirror. We should put it at the QR code. Okay, I'll two, three, four."
Cooking,388,540, Not a sausage less
Talking,540,541," Yeah, awesome."
"The most fitting category for this segment is **Cooking**.

The image clearly shows several people in a kitchen environment, with a stove, food items (like pineapples and other ingredients on the counter), and cookware visible. The activity appears to be centered around preparing food.",541,3503," So, Klausino."
"**Cooking**

The presence of a stove, pots, pans, and food ingredients, along with individuals actively engaged in food preparation, indicates that the activity taking place is cooking.",3503,272, Yep.
"The image shows a man and a woman in a kitchen. The man is standing in front of a stove, and it appears he is preparing food. The woman is near the kitchen island, also seemingly engaged in an activity in the kitchen. Given the presence of cooking appliances and the actions of the individuals, the most appropriate classification for this segment is **Cooking**.",272,274, You can also have some food. The The The station is located on the right. The The The I'm going to eat the rest of the food.
"The segment shows a man in a kitchen, seemingly preparing food. He is standing at the stove, with pots and pans visible. There are also various food items and ingredients on the counter and table. This activity is best classified as **Cooking**.",274,324, You can also have some food. The The The station is located on the right. The The The I'm going to eat the rest of the food.
"The most fitting category for this segment is **Cooking**. The person is actively engaged in food preparation, interacting with the stove and various cooking utensils.",324,469, I'm going to eat the rest of the food. The The The Coming! Hey Ali! It says that the mushrooms should be cooked 5 to 7 minutes. This is like really... Half an hour. Half an hour? it's one of these marketing nonsense The The Thank you for watching. I think we found like a big mistake there.
**Cooking**,469,560, Can we buy some flour for the pancake?
Cooking,560,797," Seriously? Yes. Okay. I know you must be here somewhere. It's right there. Oh, my flower. Ah. They sent me there. Yeah, there it is. And this is the flour. I will feed you."
"The segment shows people in a kitchen, some are preparing food, and one person is holding a bowl of food. Based on this, the most fitting category is **Cooking**.",797,803,
Cooking,803,835,
"The provided video segment shows individuals in a kitchen environment. Based on the actions depicted, the most fitting classification is **Cooking**.

The scene displays various elements associated with food preparation, such as ingredients on the counter, cooking utensils, and a stovetop, implying that cooking activities are taking place.",835,862,
The segment is classified as **Cooking**.,862,865,
"The image provided depicts a kitchen scene. Given the presence of cooking utensils, ingredients, and a stove, the most fitting category is **Cooking**.",865,867,
"The segment shows people in a kitchen environment with food and cooking utensils visible. One person is actively cooking at the stove, and another person is standing nearby. This strongly suggests the activity of **Cooking**.",867,873,
"The segment shows a person walking in the kitchen. Therefore, the most appropriate classification is **Walking**.",873,877,
Cooking,877,943," Add the The The Thank you. Because yours is 50, 50, so. Svartål Sautéed chicken breast Okay. Svartål Thank you. Hey, there's this. There's mushrooms. Mushrooms. Big mushrooms. I like smart grunts. Oh, why is there so much liquid? Because it was something from back in the day. Otherwise I would not do it. No, it's it. I would not do it. I would not do it. I would not do it. I would not do it. I would not do it. I will try. I will try. I will try. It looks like a delicious one. It looks like a delicious one. It's so much better than yours. It smells like a delicious one. It's so much. It smells like a delicious one. Soup, no jam. Soup on the plate. Okay. Who else wants a mouthful soup? This doesn't work for Hartfeld, don't get this. The roux. Mmm, well, the meat. We have the sausage. And wine back. Yes, I could imagine that there's some of the Sicilian sausage. I little of it is left. Because it's really, really soft. But then again, this is the first meal of the day, so let's see how this tastes. So everybody, oh, it didn't even work. Oh, but there's an you're not doing that. Two sausages, right? We were, uh... We were here two pretty long time. We didn't buy any sausages. We didn't buy any sausages. But it's really, really excellent. Yeah, I noticed. I think it's alive. It's alive. Here, send down the soup. Okay. Hey, this is a very good thing. It's a drama to get in under this table. And I think we cook them probably three times bit cheesy. That's great. A bit of cheese now would be even better. Too bad we don't have any cheese. We'll have to buy some more. We spent 50 million I think the first time on cheese. And then they just chose all the cheese. So, Cajal, I take any or?"
