description,start_time,end_time,transcript
Leisure Activities,543,557," you you you you you you you you you you you you you you you you you you you you you you you you you you Gå in på www.sdimedia.com Dramatisk musikk Hey, now it's a day. Hey, everybody's got to be sick tomorrow. Yeah. Yeah. You must not be. You have to me to the panel. What? Say, fuck the devil. Oh. Oh, I was right. Oh. Okay, make one each. Sorry, make mine not this one. Okay. Copy. You're facing very high up. No, no, I have a... I'm just saying. Do we have a sieve? Yes, we do. So, two things you did. You washed every mushroom independently. What mushroom? Mushrooms. You're using that? Okay. We don't have't have to eat the frozen mushrooms anymore. Okay. Is there another motion this morning? If you're looking, I'd watch the mushrooms. Well, thank you. Aren't we looking to come back to the house before I start chopping the waffles? Good thing we have the gifts of holding the video. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good good. Good morning. Good morning. Today the bacon will not be overcooked. What? I want a bacon like that. I have two different types of bacon today. Overcooked and all. What's the difference? Two different types of bacon. I want a bacon too, please. That's a lot of bacon. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean."
Leisure Activities,557,558," you you you you you you you you you you you you you you you you you you you you you you you you you you Gå in på www.sdimedia.com Dramatisk musikk Hey, now it's a day. Hey, everybody's got to be sick tomorrow. Yeah. Yeah. You must not be. You have to me to the panel. What? Say, fuck the devil. Oh. Oh, I was right. Oh. Okay, make one each. Sorry, make mine not this one. Okay. Copy. You're facing very high up. No, no, I have a... I'm just saying. Do we have a sieve? Yes, we do. So, two things you did. You washed every mushroom independently. What mushroom? Mushrooms. You're using that? Okay. We don't have't have to eat the frozen mushrooms anymore. Okay. Is there another motion this morning? If you're looking, I'd watch the mushrooms. Well, thank you. Aren't we looking to come back to the house before I start chopping the waffles? Good thing we have the gifts of holding the video. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good good. Good morning. Good morning. Today the bacon will not be overcooked. What? I want a bacon like that. I have two different types of bacon today. Overcooked and all. What's the difference? Two different types of bacon. I want a bacon too, please. That's a lot of bacon. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean."
Using Laptop,558,560," you you you you you you you you you you you you you you you you you you you you you you you you you you Gå in på www.sdimedia.com Dramatisk musikk Hey, now it's a day. Hey, everybody's got to be sick tomorrow. Yeah. Yeah. You must not be. You have to me to the panel. What? Say, fuck the devil. Oh. Oh, I was right. Oh. Okay, make one each. Sorry, make mine not this one. Okay. Copy. You're facing very high up. No, no, I have a... I'm just saying. Do we have a sieve? Yes, we do. So, two things you did. You washed every mushroom independently. What mushroom? Mushrooms. You're using that? Okay. We don't have't have to eat the frozen mushrooms anymore. Okay. Is there another motion this morning? If you're looking, I'd watch the mushrooms. Well, thank you. Aren't we looking to come back to the house before I start chopping the waffles? Good thing we have the gifts of holding the video. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good good. Good morning. Good morning. Today the bacon will not be overcooked. What? I want a bacon like that. I have two different types of bacon today. Overcooked and all. What's the difference? Two different types of bacon. I want a bacon too, please. That's a lot of bacon. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean."
Using Laptop,560,561," you you you you you you you you you you you you you you you you you you you you you you you you you you Gå in på www.sdimedia.com Dramatisk musikk Hey, now it's a day. Hey, everybody's got to be sick tomorrow. Yeah. Yeah. You must not be. You have to me to the panel. What? Say, fuck the devil. Oh. Oh, I was right. Oh. Okay, make one each. Sorry, make mine not this one. Okay. Copy. You're facing very high up. No, no, I have a... I'm just saying. Do we have a sieve? Yes, we do. So, two things you did. You washed every mushroom independently. What mushroom? Mushrooms. You're using that? Okay. We don't have't have to eat the frozen mushrooms anymore. Okay. Is there another motion this morning? If you're looking, I'd watch the mushrooms. Well, thank you. Aren't we looking to come back to the house before I start chopping the waffles? Good thing we have the gifts of holding the video. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good good. Good morning. Good morning. Today the bacon will not be overcooked. What? I want a bacon like that. I have two different types of bacon today. Overcooked and all. What's the difference? Two different types of bacon. I want a bacon too, please. That's a lot of bacon. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean."
Eating,561,794," you you you you you you you you you you you you you you you you you you you you you you you you you you Gå in på www.sdimedia.com Dramatisk musikk Hey, now it's a day. Hey, everybody's got to be sick tomorrow. Yeah. Yeah. You must not be. You have to me to the panel. What? Say, fuck the devil. Oh. Oh, I was right. Oh. Okay, make one each. Sorry, make mine not this one. Okay. Copy. You're facing very high up. No, no, I have a... I'm just saying. Do we have a sieve? Yes, we do. So, two things you did. You washed every mushroom independently. What mushroom? Mushrooms. You're using that? Okay. We don't have't have to eat the frozen mushrooms anymore. Okay. Is there another motion this morning? If you're looking, I'd watch the mushrooms. Well, thank you. Aren't we looking to come back to the house before I start chopping the waffles? Good thing we have the gifts of holding the video. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good morning. Good good. Good morning. Good morning. Today the bacon will not be overcooked. What? I want a bacon like that. I have two different types of bacon today. Overcooked and all. What's the difference? Two different types of bacon. I want a bacon too, please. That's a lot of bacon. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean. I don't know what you mean."
The most fitting category for this segment is **Eating**. The presence of a dining table set with plates and people gathered around it strongly suggests that eating is the primary activity taking place.,794,3335," It's already not enough mushrooms. All the mushrooms that are here are not enough for what I want to eat yet. What about tomatoes? What about tomatoes? I don't have enough battery. Okay. Okay, Ali. You've got a job. What? I'm not going to leave. Oh. I'm not going to eat that lunch. You don't have a job. I mean, um... Make a table. Make a table? That's een beetje een hibbel. Een beetje een hibbel, dat mag ook.... She ran."
Eating,3335,2826," Someone's there. How much there? The breakfast is now called. Did everybody realize that you moved up the schedule? I did say it last night after I came back from the bar. That was over there. Yeah, it's true. The people who were not there were there. Was it the second? I'm not sure they realized. But I pressed the bell when you told me. Also on the other house? No. No. I thought, no. I heard people like this morning, I thought they were awake already. Okay. Those who come latest must wash. Good idea. Yeah. I hear we're gonna run. Good morning! Good morning! I had to milk the cows, sorry. Good afternoon. First looker has to check if this is an order. Am I recording something? It is blinking. Have you set it to video or up to the time? I don't have an idea. That's a good measure. Well, it would have been easier to check before you started. Really? I can just stop it. We just started now, so it's OK. Stop it. No, no, no, no, no, no, no. Who wants cornflakes? Yeah, well, you're too tall. It's very difficult to actually sit down. OK. There's a lot of sugar in it. That looks reasonable. Probably correct. Probably correct on eating breakfast. Milk. Bania, not this oat plant-based squeeze that. It's going to be canceled by the vegan community. The vegan community will look at this and cancel it straight away. 24 sausages. Mildly cooked bacon. I mean, technically you cannot milk an almond. So, everybody here is going to be canceled for some reason. What you should not do is either this or this. You know what we talked about yesterday? I just like touching the computer it doesn't matter you just need to pay attention to it beeping yeah I think we were cooking or either when I went to room or god knows I was working on my step count probably in a couple of minutes. I have a call now, maybe a year later. Yes, oh okay. I guess we'll be here. Probably. I think it's all Klaus's fault. Yeah, why? Yeah, why? I don't know. It's always fault of the Austrians. I think next castle we should buy like a treadmill so that people can exercise. Yeah, I'm okay with that. We should buy things that we need for castle. Buy a castle. I would love to buy buy. Seeing a man have the money, right? Can I tell you something? Can I tell you something honestly? Very honestly. The amount of money that we spend for this, everybody's gonna say, oh my god, it costs a lot. No, actually, I'm gonna tell you the oppositeað er náttúrulega hlut. Þetta er super hlut."
Talking,2826,258, Why don't we just get a load of chicken wings and some fried brie?
Leisure Activities,258,721," Yeah, RSA. What's the logical reason? So they can take an entire cow. Because when we said escape or a steak, it's a steak. I'd like to escape for dinner, I'd like a steak for dinner. Escape makes no sense anyway. We have a logical reason to buy 11 steaks. How did you figure out that? Okay, I'm going to go to my room and make this order. So what I'm ordering is a lot of chicken goujons for starters, but not too much. No, no, no, not a lot, just a piece. A gujran each for starter. When I see it, maybe Ali gets mine. 11 steaks. When you gonna kill us because we go to salmon factory after lunch. We gonna get free salmon. Every tour of the salmon factory costs 85 euro. What? For one person? Yes. So you probably will get some salmon to bring home. Bring home. But I cannot bring home because we don't have fridge Bring, bring, bring I am Do you have fridge here? I'll give it to you I'll eat it Fast I'll put it in my luggage Yes Because it's going to be really good smoked salmon It's going to be salmon The way you were walking yesterday, that was the best Yes, it's 85 euros each I'm going to eat it I'm going to eat it all this tourist stuff is starting to cost insane amounts of money and if you see restaurants especially if they kind of get into any guide or michelin after covet i think they just doubled"
The classification for this segment is **Reading**.,721,1187, Thank you.
