description,start_time,end_time,transcript
"The image shows a kitchen counter with a stove, an electric mixer, and various bottles and containers. The presence of the electric mixer and the arrangement of items on the counter suggest that someone is preparing food or engaging in a cooking activity. Therefore, the most appropriate category is **Cooking**.",0,6," Now once I find all the ingredients it should be fine. Very sticky. I am. Thank you very much. Sticky. I see, I see."
Cooking,6,13," Now once I find all the ingredients it should be fine. Very sticky. I am. Thank you very much. Sticky. I see, I see."
"The video segment shows a person in a kitchen, and the presence of a sink with dishes, dish soap, and a dishrack strongly suggests that **Washing dishes** is the primary activity.",13,22," Now once I find all the ingredients it should be fine. Very sticky. I am. Thank you very much. Sticky. I see, I see."
Walking,22,29," Now once I find all the ingredients it should be fine. Very sticky. I am. Thank you very much. Sticky. I see, I see."
Cooking,29,32," Well, in this stage it is very cinnamony."
Washing dishes,32,54, So Luca. Yes.
Meeting,54,55,
"The segment depicts a man in a kitchen, holding a white cloth and a small black object. He appears to be cleaning or wiping the object. This action aligns with the category of **Cleaning**.",55,60, So I basically...
"The image shows a kitchen sink with a sponge, a dishcloth, dish soap, and a pineapple. A person's hand is visible, suggesting they are in the process of washing dishes. Therefore, the most appropriate category is **Washing dishes**.",60,64," So this one, is it clean?"
Cleaning,64,66," No, it looks clean enough."
Washing dishes,66,67," Alright, very good. 1 tbsp. soya sauce I I have not understood a word of what you've been saying."
**Washing dishes**,67,132," Alright, very good. 1 tbsp. soya sauce I I have not understood a word of what you've been saying."
Washing dishes,132,137,
Washing dishes,137,143,
Washing dishes,143,144,
"The image shows a kitchen with food items and appliances, suggesting activities related to food preparation. However, there are no people actively engaged in any of the listed actions. Therefore, the most fitting category is **Cooking**.",144,146,
"The image shows an open kitchen cabinet filled with various food items like jars, boxes, and packets. The arrangement and the type of items suggest that this is related to storing food for consumption or preparation. Therefore, the most fitting category is **Eating**.",146,147,
Cooking,147,148,
Cooking,148,149,
"The image shows a kitchen scene with various cooking ingredients and appliances. Specifically, a bowl of batter and a hand mixer are visible on the counter, suggesting that food preparation is in progress. Therefore, the most appropriate category is **Cooking**.",149,154,
**Washing dishes**,154,156,
"The image shows a kitchen counter with various ingredients and appliances, including a bowl of batter, a hand mixer, a kettle, and fruits. This suggests that someone is preparing food. Therefore, the most appropriate category is **Cooking**.",156,158,
Setting Table,158,159,
Unclear,159,161,
"The image depicts a person moving furniture. Specifically, the person is seen adjusting a couch. This action clearly falls under the ""Moving Furniture"" category.",161,163,
