description,start_time,end_time,transcript
Leisure Activities,1110,1111,
Using Laptop,1111,1112,
Using Laptop,1112,1113,
Using Laptop,1113,1116,
Leisure Activities,1116,1117,
Unclear,1117,1118,
Using Laptop,1118,1131,
Using Laptop,1131,1132,
Leisure Activities,1132,1133,
Talking,1133,1135,
"The image shows two people in a kitchen, possibly preparing food or drinks. Based on the context of a kitchen and the presence of what appears to be ingredients and utensils, the most appropriate classification would be **Cooking**.",1135,1137," Yo It's good to remove that... Carl! Yo! Remove that shampoo from the kitchen. Somebody's gonna mistake it as a topping for pancakes. Yeah, yeah, yeah. Okay. Okay. And then, uh... So, hang on, Stefan. Stefan, did... Did you get a shampoo? Boss. Did he get a shampoo? I bought three shampoos. One was for him. Stefan. They're done. Pay attention. It's about 12 seconds, but... Did you get a shampoo? Yeah which one do you want? I think, uh... Coconut or banana? Chocolate or banana. What is this? Coconut. Coconut. Put it in your pocket. Thank you. What is this? Boss, the shampoo. Oh, shampoo. Oh. Oh. Oh. Oh. Oh. Oh. Oh. Thank you. Hånda? Hånda? Hånda? Hånda?"
Talking,1137,1139," Yo It's good to remove that... Carl! Yo! Remove that shampoo from the kitchen. Somebody's gonna mistake it as a topping for pancakes. Yeah, yeah, yeah. Okay. Okay. And then, uh... So, hang on, Stefan. Stefan, did... Did you get a shampoo? Boss. Did he get a shampoo? I bought three shampoos. One was for him. Stefan. They're done. Pay attention. It's about 12 seconds, but... Did you get a shampoo? Yeah which one do you want? I think, uh... Coconut or banana? Chocolate or banana. What is this? Coconut. Coconut. Put it in your pocket. Thank you. What is this? Boss, the shampoo. Oh, shampoo. Oh. Oh. Oh. Oh. Oh. Oh. Oh. Thank you. Hånda? Hånda? Hånda? Hånda?"
